longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-123.02,38.81,45,1717,389.0,916,367,3.2425,<1H OCEAN,144656.0
-122.06,37.38,20,4293,1272.0,2389,1210,4.2719,NEAR BAY,309996.14
-122.3,37.88,45,453,146.0,749,137,1.475,NEAR BAY,162584.05
-121.54,39.6,15,886,204.0,576,205,2.1467,INLAND,85264.0
-121.53,38.48,5,27870,5027.0,11935,4855,4.8811,INLAND,180214.0
-118.26,33.95,38,1387,346.0,1240,355,1.6898,<1H OCEAN,95474.0
-117.73,34.12,26,6459,894.0,2487,885,6.2089,INLAND,242080.0
-122.0,37.36,17,6012,1737.0,3539,1625,3.8464,<1H OCEAN,270858.02
-115.49,32.67,24,1266,275.0,1083,298,1.4828,INLAND,72263.0
-118.28,34.09,49,3828,1197.0,2862,1009,2.4677,<1H OCEAN,235622.0
-118.39,33.86,28,3619,764.0,1735,789,6.1404,<1H OCEAN,400235.18
-117.15,34.06,25,3670,644.0,1815,634,4.0658,INLAND,129025.0
-122.29,37.94,20,7578,1426.0,3637,1362,4.4387,NEAR BAY,209496.04
-118.55,34.2,21,2549,651.0,1624,628,3.6905,<1H OCEAN,233301.0
-118.15,33.93,42,1839,346.0,1034,339,4.9808,<1H OCEAN,215676.0
-121.18,37.99,31,2450,559.0,1459,478,2.4674,INLAND,104512.0
-122.24,37.8,52,996,228.0,731,228,2.2697,NEAR BAY,134815.0
-116.11,33.64,20,1273,354.0,1548,355,2.0871,INLAND,63196.0
-118.31,34.02,52,1832,441.0,1186,420,1.2434,<1H OCEAN,117144.0
-118.55,33.99,39,2603,456.0,928,410,7.9096,NEAR OCEAN,488355.72
-121.34,38.55,11,2838,498.0,1701,504,4.1447,INLAND,165546.0
-121.09,37.33,40,524,112.0,329,96,1.7188,INLAND,94409.0
-118.13,34.01,40,2412,629.0,2119,600,2.075,<1H OCEAN,154431.0
-122.26,38.1,30,3317,1058.0,1794,990,1.1835,NEAR BAY,141539.02
-123.91,41.68,22,1880,360.0,743,314,2.9688,<1H OCEAN,107691.0
-117.91,33.83,32,1855,527.0,2568,504,2.5509,<1H OCEAN,168581.0
-117.28,32.77,38,1267,340.0,442,250,4.3403,NEAR OCEAN,370191.2
-118.24,33.92,44,1079,210.0,601,182,2.2411,<1H OCEAN,109855.0
-118.75,34.17,16,2950,387.0,1228,379,5.3749,NEAR OCEAN,283347.03
-119.81,36.28,24,544,112.0,442,106,3.1071,INLAND,99728.0
-121.4,39.33,15,2655,493.0,1200,432,3.5179,INLAND,118942.0
-118.04,34.07,52,177,59.0,269,75,2.3611,<1H OCEAN,236025.18
-117.71,34.1,52,567,152.0,2688,126,1.875,INLAND,102118.0
-118.18,33.88,42,2326,503.0,1832,501,3.1713,<1H OCEAN,154054.0
-118.36,33.87,22,2114,541.0,1300,538,3.4208,<1H OCEAN,264986.0
-118.05,34.08,25,4909,1422.0,4983,1293,2.7254,<1H OCEAN,181877.0
-121.36,38.0,17,4535,762.0,1562,743,5.3224,INLAND,216475.0
-117.8,33.74,33,2890,453.0,1300,452,6.5616,<1H OCEAN,342481.08
-121.31,37.96,52,2654,468.0,1157,494,3.226,INLAND,124940.0
-117.26,34.53,10,3103,520.0,1283,464,3.071,INLAND,102546.0
-118.31,34.01,48,2544,532.0,1357,498,2.5263,<1H OCEAN,143026.0
-117.69,33.64,18,3783,654.0,1843,623,5.7559,<1H OCEAN,242608.0
-122.12,39.91,16,4006,797.0,2028,752,2.3929,INLAND,88932.0
-118.07,33.98,32,3304,714.0,2032,690,3.2093,<1H OCEAN,184252.0
-121.79,37.33,13,2978,505.0,1794,485,6.6813,<1H OCEAN,313434.01
-118.08,34.14,52,1282,189.0,431,187,6.1159,INLAND,350260.05
-116.97,33.75,22,3740,965.0,2011,824,1.3039,INLAND,87980.0
-121.9,37.45,16,2952,446.0,1525,460,5.6063,<1H OCEAN,252923.0
-120.46,37.31,35,2042,378.0,953,356,2.7344,INLAND,86176.0
-122.41,40.53,28,1127,245.0,538,208,2.037,INLAND,71432.0
-118.42,34.28,29,1271,272.0,1338,266,4.125,<1H OCEAN,171226.0
-122.1,40.05,26,633,129.0,305,140,2.1827,INLAND,69765.0
-118.06,33.98,38,1862,319.0,975,305,4.7266,<1H OCEAN,211644.0
-121.03,39.14,10,3138,524.0,1275,511,4.0775,INLAND,185413.0
-119.71,36.79,34,1891,323.0,966,355,3.6681,INLAND,91299.0
-117.69,34.0,28,707,154.0,561,129,2.5781,INLAND,154973.0
-122.01,37.59,2,838,295.0,240,149,2.875,NEAR BAY,236257.04
-115.88,32.93,15,208,49.0,51,20,4.0208,INLAND,173724.02
-121.74,39.15,20,2302,412.0,1205,399,2.8,INLAND,107868.0
-117.3,34.13,52,1859,395.0,968,333,1.2034,INLAND,77919.0
-117.95,33.85,13,6963,1426.0,3892,1375,4.1325,<1H OCEAN,204876.0
-122.35,37.93,39,2002,416.0,1166,395,1.7257,NEAR BAY,93586.0
-120.72,37.38,22,1311,319.0,1455,340,2.2813,INLAND,87440.0
-121.09,37.56,32,1717,325.0,1356,307,2.6705,INLAND,102573.0
-120.33,37.97,17,2530,526.0,1024,496,2.0057,INLAND,114220.0
-117.34,33.94,13,7910,,3382,1176,5.5563,INLAND,198373.0
-119.91,34.4,24,2001,365.0,1170,330,6.0992,NEAR OCEAN,325018.02
-121.59,39.1,24,1107,261.0,768,205,1.7167,INLAND,79793.0
-119.83,36.79,35,1872,363.0,1054,369,3.3272,INLAND,89502.0
-116.92,32.81,23,2668,528.0,1510,524,3.3669,<1H OCEAN,162660.0
-121.93,37.27,35,1855,345.0,985,329,6.0196,<1H OCEAN,316586.01
-118.46,34.07,49,2418,301.0,850,318,14.2867,<1H OCEAN,500001.0
-120.98,37.64,45,1913,335.0,839,333,3.1397,INLAND,121550.0
-121.76,37.7,9,3980,736.0,1705,679,5.7068,INLAND,239942.0
-122.06,37.67,22,3882,816.0,1830,743,4.2733,NEAR BAY,222850.0
-122.77,38.33,32,2054,324.0,843,306,4.5875,<1H OCEAN,252711.0
-117.21,34.12,32,1677,354.0,1021,339,3.6853,INLAND,106882.0
-117.66,34.14,8,1692,253.0,857,251,6.9418,INLAND,279544.0
-120.89,37.21,25,3301,678.0,994,306,3.2262,INLAND,134008.0
-120.4,34.85,26,2384,385.0,1323,400,4.8185,<1H OCEAN,210373.01
-118.33,33.89,42,1816,338.0,897,306,5.1874,<1H OCEAN,252915.03
-121.89,37.28,32,4308,717.0,2002,695,4.1645,<1H OCEAN,239490.0
-118.35,33.89,29,2940,708.0,2175,684,3.6486,<1H OCEAN,233877.0
-122.66,38.81,22,852,176.0,461,142,3.4375,INLAND,135977.0
-117.76,33.53,24,2105,346.0,712,332,10.6349,<1H OCEAN,497993.91
-117.9,33.74,25,808,163.0,1066,189,4.7679,<1H OCEAN,184186.0
-118.3,33.88,35,3227,749.0,1881,696,2.8445,<1H OCEAN,211676.0
-118.87,35.65,33,1504,325.0,584,223,3.4792,INLAND,85528.0
-119.28,36.35,7,3598,701.0,2080,678,3.1111,INLAND,85252.0
-117.31,32.98,17,2789,648.0,849,345,4.1012,NEAR OCEAN,283312.03
-119.83,34.45,24,2168,373.0,934,366,5.4197,NEAR OCEAN,321111.0
-121.26,37.98,41,1633,433.0,885,413,0.9782,INLAND,65676.0
-122.3,38.3,44,3690,809.0,1922,736,2.6346,NEAR BAY,155650.0
-118.34,33.88,31,3122,727.0,1885,715,3.8657,<1H OCEAN,252329.0
-117.13,32.8,35,2129,382.0,1044,350,3.9732,NEAR OCEAN,172330.01
-117.5,33.92,31,2529,513.0,1504,426,2.9821,INLAND,120501.0
-118.2,34.02,48,2230,593.0,2419,598,2.3944,<1H OCEAN,140870.0
-118.28,33.99,38,1454,323.0,1098,297,1.5109,<1H OCEAN,98852.0
-121.94,37.83,11,2836,373.0,959,335,10.5815,INLAND,452310.67
-122.19,37.8,48,1694,259.0,610,238,4.744,NEAR BAY,231403.0
-118.25,33.9,37,2119,442.0,1372,406,1.9605,<1H OCEAN,105480.0
-118.25,33.79,38,1730,460.0,1724,424,2.7308,NEAR OCEAN,154053.0
-121.06,38.88,17,7635,1284.0,3096,1227,4.2917,INLAND,179023.0
-122.19,39.53,34,2679,533.0,1287,505,2.165,INLAND,65566.0
-117.2,32.83,36,1089,240.0,623,226,2.5909,NEAR OCEAN,217780.0
-117.86,33.79,31,3523,922.0,2660,949,3.1792,<1H OCEAN,196731.0
-124.01,40.89,28,1470,336.0,811,314,2.4559,<1H OCEAN,93142.0
-120.2,34.61,15,2958,690.0,1348,617,3.8582,NEAR OCEAN,235857.02
-120.97,37.63,39,2360,607.0,2047,605,1.7054,INLAND,75186.0
-121.62,37.09,37,1593,303.0,1030,287,3.9306,<1H OCEAN,230088.0
-117.17,32.81,26,2424,388.0,974,375,4.739,NEAR OCEAN,202699.0
-117.09,32.76,31,1235,387.0,816,397,1.5517,NEAR OCEAN,129772.0
-122.24,37.81,52,1490,238.0,634,256,6.0302,NEAR BAY,362875.05
-121.34,38.58,18,1631,228.0,599,228,7.8031,INLAND,262762.0
-118.28,34.03,26,2107,809.0,2821,572,0.844,<1H OCEAN,183983.01
-121.88,37.41,23,3224,652.0,2183,655,4.3807,<1H OCEAN,203464.0
-117.11,33.15,14,8374,1407.0,2916,1295,4.7019,<1H OCEAN,207492.0
-118.32,33.98,44,1448,314.0,861,310,2.2396,<1H OCEAN,126675.0
-122.05,37.31,25,4601,696.0,2003,666,8.0727,<1H OCEAN,414554.15
-122.3,38.28,31,1633,316.0,944,300,3.3977,NEAR BAY,143205.0
-121.43,38.62,36,1765,438.0,1008,382,2.0639,INLAND,81119.0
-123.23,39.77,25,2075,435.0,991,377,1.2281,INLAND,70949.0
-116.95,33.79,20,2399,546.0,1726,542,1.8845,INLAND,86844.0
-121.01,37.7,12,9148,1906.0,4656,1853,3.2447,INLAND,145824.0
-121.2,38.36,14,2634,463.0,1402,432,3.8897,INLAND,148711.0
-118.15,33.92,40,1335,281.0,804,282,4.3194,<1H OCEAN,187060.0
-122.08,37.39,44,1498,430.0,848,400,2.8438,NEAR BAY,210626.0
-121.24,37.96,37,1175,260.0,951,267,2.875,INLAND,84825.0
-118.02,33.77,33,2683,436.0,1520,456,5.0091,<1H OCEAN,237650.0
-121.3,38.14,17,3507,696.0,1867,709,3.2123,INLAND,113847.0
-118.27,33.99,30,504,140.0,529,123,1.9531,<1H OCEAN,103088.0
-119.95,37.47,32,1312,315.0,600,265,1.5,INLAND,97922.01
-122.04,38.25,52,582,131.0,241,106,2.4,INLAND,111705.0
-121.84,37.4,25,1866,271.0,840,275,6.8677,<1H OCEAN,327312.01
-117.91,33.87,52,2031,506.0,1191,463,2.9076,<1H OCEAN,194826.01
-117.94,33.88,35,1694,296.0,679,282,4.3333,<1H OCEAN,219062.0
-119.01,35.44,20,3458,651.0,1465,621,2.5806,INLAND,84400.0
-121.44,39.5,26,1652,325.0,790,292,3.0446,INLAND,80796.0
-122.25,40.15,15,1677,346.0,858,327,2.4375,INLAND,94385.0
-118.16,33.84,36,2444,432.0,1199,424,4.1538,<1H OCEAN,221530.01
-118.3,33.89,37,2132,565.0,1369,565,3.285,<1H OCEAN,191791.0
-117.66,33.46,26,2073,370.0,952,340,5.0877,<1H OCEAN,284921.06
-118.32,34.11,42,2462,543.0,857,482,4.0833,<1H OCEAN,408440.31
-122.68,38.44,36,1311,259.0,648,268,3.4545,<1H OCEAN,172856.0
-121.84,39.73,52,957,263.0,513,223,1.3672,INLAND,89532.0
-121.26,37.93,33,2109,531.0,2248,588,1.4583,INLAND,70283.0
-118.19,34.05,46,1051,302.0,1435,305,1.6667,<1H OCEAN,133954.0
-117.74,34.07,42,2504,553.0,1550,509,3.0294,INLAND,127141.0
-121.62,39.15,23,1984,528.0,1043,452,1.9375,INLAND,86001.0
-118.92,35.38,33,3122,579.0,1733,545,3.8307,INLAND,88095.0
-122.72,38.42,26,1168,253.0,937,248,1.9458,<1H OCEAN,151232.0
-122.01,38.25,16,1081,181.0,792,184,4.6779,INLAND,201251.0
-118.18,33.83,39,3622,745.0,1330,648,3.3125,NEAR OCEAN,288962.01
-119.78,34.45,23,2077,306.0,705,256,6.4744,NEAR OCEAN,321883.03
-118.29,34.09,35,2624,1116.0,3548,1008,2.0132,<1H OCEAN,212771.0
-122.47,37.78,52,2042,378.0,1153,408,4.1856,NEAR BAY,405401.04
-122.36,37.94,26,1540,343.0,1007,338,1.3365,NEAR BAY,91479.0
-117.68,33.51,19,2930,428.0,1481,430,6.323,<1H OCEAN,289236.0
-117.61,33.42,31,3959,856.0,1919,775,4.0313,NEAR OCEAN,284298.01
-121.9,37.67,15,2130,273.0,876,285,7.2639,<1H OCEAN,327570.0
-118.14,33.77,51,2812,621.0,1171,566,3.875,NEAR OCEAN,383191.01
-122.42,37.77,52,1176,493.0,1136,436,1.375,NEAR BAY,219843.04
-118.12,34.0,31,3281,768.0,2385,733,2.7308,<1H OCEAN,183555.0
-121.43,38.58,35,5298,954.0,1933,918,3.9167,INLAND,148851.0
-118.17,33.96,25,3297,1066.0,5027,1041,2.2817,<1H OCEAN,153304.0
-122.13,37.72,26,2862,394.0,1030,397,7.912,NEAR BAY,422111.1
-118.3,33.97,42,944,200.0,567,190,2.6311,<1H OCEAN,131140.0
-121.87,37.41,24,3308,548.0,1891,544,5.6683,<1H OCEAN,253214.0
-123.36,39.01,35,1551,321.0,857,288,2.7232,<1H OCEAN,121396.0
-122.41,37.8,52,3260,1535.0,3260,1457,0.9,NEAR BAY,275151.18
-121.99,36.99,29,3119,507.0,1476,487,5.8123,NEAR OCEAN,379649.31
-119.05,35.42,35,2353,483.0,1368,455,2.325,INLAND,64268.0
-116.9,34.25,16,3018,523.0,556,244,3.5288,INLAND,144554.0
-118.35,33.99,48,2741,439.0,1115,459,5.0514,<1H OCEAN,250447.01
-122.04,36.95,36,1862,364.0,1080,364,4.4567,NEAR OCEAN,251069.01
-122.01,36.95,52,1217,325.0,508,237,2.0547,NEAR OCEAN,231622.0
-122.02,37.95,25,1205,260.0,608,272,2.4519,NEAR BAY,170330.0
-118.05,33.87,18,4928,773.0,2952,754,5.8855,<1H OCEAN,305242.05
-116.93,32.79,19,3354,,1948,682,3.0192,<1H OCEAN,187405.0
-117.22,34.12,30,2512,597.0,1390,523,2.3725,INLAND,84663.0
-119.83,36.79,24,3505,819.0,2098,774,1.9575,INLAND,66194.0
-118.28,33.96,34,2074,562.0,1913,514,1.6156,<1H OCEAN,97982.0
-119.71,36.82,12,2144,568.0,1320,566,2.3381,INLAND,78295.0
-118.27,33.96,38,977,295.0,1073,292,1.0208,<1H OCEAN,94385.0
-118.26,33.89,36,2230,417.0,1395,381,2.8493,<1H OCEAN,129056.0
-122.48,37.74,52,2166,423.0,1072,370,4.131,NEAR OCEAN,322988.01
-118.08,34.12,34,2921,641.0,1541,562,3.6827,<1H OCEAN,238223.0
-118.0,33.81,13,2782,605.0,1749,628,4.1276,<1H OCEAN,191354.0
-118.2,33.98,43,1091,320.0,1418,316,2.1522,<1H OCEAN,151673.0
-118.3,34.01,52,1908,428.0,1271,394,2.5885,<1H OCEAN,127040.0
-122.44,37.76,38,2202,452.0,833,435,6.8939,NEAR BAY,401852.25
-117.94,33.62,28,1765,390.0,832,349,6.5928,<1H OCEAN,415330.22
-121.48,38.53,43,1378,280.0,708,280,2.3542,INLAND,101625.0
-117.32,34.1,27,2053,461.0,1737,463,3.1213,INLAND,104857.0
-122.1,37.89,21,3282,653.0,1398,601,5.2079,NEAR BAY,299722.01
-117.97,33.92,24,2017,416.0,900,436,3.0,<1H OCEAN,190306.0
-118.3,34.06,21,3960,1490.0,3468,1335,1.8214,<1H OCEAN,259361.04
-117.91,33.72,32,2436,504.0,2839,516,4.5607,<1H OCEAN,187900.01
-118.33,34.04,33,1806,444.0,1161,393,2.5927,<1H OCEAN,177334.0
-121.47,38.55,52,1384,295.0,561,244,2.0242,INLAND,102724.0
-117.82,33.68,3,3068,494.0,1357,486,7.9187,<1H OCEAN,342519.03
-117.94,33.82,29,1422,409.0,1057,390,2.3347,<1H OCEAN,184335.0
-122.28,37.86,52,938,195.0,393,189,3.8594,NEAR BAY,206772.0
-117.64,33.45,27,334,56.0,130,46,4.875,NEAR OCEAN,300127.07
-122.13,39.0,23,3832,774.0,2435,747,2.2754,INLAND,84302.0
-118.44,34.2,28,1732,435.0,1198,417,2.9219,<1H OCEAN,207533.0
-119.58,36.77,19,3225,548.0,1760,542,4.0227,INLAND,95734.0
-118.28,33.99,37,1971,513.0,1673,464,1.4625,<1H OCEAN,99183.0
-121.4,38.55,26,2697,398.0,1088,389,5.0,INLAND,160097.0
-118.21,33.84,28,822,205.0,627,192,3.4583,<1H OCEAN,158628.0
-119.01,35.36,38,1838,388.0,1203,373,1.6797,INLAND,56479.0
-117.63,34.02,13,4864,729.0,2780,723,5.6168,INLAND,200235.0
-118.18,33.77,36,1833,688.0,1128,620,1.1483,NEAR OCEAN,151049.0
-118.32,34.02,51,2010,460.0,1355,433,2.0304,<1H OCEAN,118464.0
-121.49,38.53,42,1468,281.0,571,271,3.3906,INLAND,110091.0
-120.39,38.0,33,2177,404.0,891,383,3.212,INLAND,115855.0
-118.21,34.05,26,745,258.0,694,236,1.3846,<1H OCEAN,159235.0
-118.22,33.94,42,1046,287.0,1218,289,2.6538,<1H OCEAN,128698.0
-118.19,33.91,33,915,225.0,826,212,2.7708,<1H OCEAN,129621.0
-118.41,34.01,26,2503,449.0,1218,426,5.3683,<1H OCEAN,408697.3
-118.12,34.14,25,3420,977.0,1718,947,3.1033,<1H OCEAN,220466.0
-122.34,37.57,28,3751,949.0,1691,846,3.9728,NEAR OCEAN,361643.03
-122.53,38.32,22,3577,,1371,501,5.795,<1H OCEAN,288685.01
-121.62,36.43,20,1335,290.0,717,243,4.7891,<1H OCEAN,243870.01
-117.87,33.72,37,2216,497.0,2445,506,3.8421,<1H OCEAN,174320.0
-120.69,35.52,26,2758,571.0,1291,522,2.925,<1H OCEAN,175461.0
-121.87,37.66,27,1569,242.0,583,214,5.7519,INLAND,297234.0
-117.73,33.51,5,4549,786.0,1238,632,6.1785,<1H OCEAN,346839.11
-121.99,37.33,35,1802,291.0,841,315,4.8365,<1H OCEAN,262323.0
-122.01,37.06,19,4113,767.0,2006,732,5.1121,NEAR OCEAN,322634.05
-119.64,37.61,30,2857,661.0,291,135,2.6838,INLAND,126436.0
-117.23,32.75,23,2415,653.0,1275,596,3.1389,NEAR OCEAN,241595.01
-117.16,32.89,5,8576,1952.0,5006,1827,4.3598,<1H OCEAN,209177.0
-117.98,33.76,24,1880,405.0,967,418,4.4545,<1H OCEAN,209032.0
-118.07,34.11,47,832,194.0,419,156,3.1576,<1H OCEAN,219848.0
-122.45,37.78,45,2747,699.0,1320,693,3.1576,NEAR BAY,370509.14
-122.22,38.08,37,2811,,1574,516,3.1053,NEAR BAY,120386.0
-118.25,34.0,32,1218,342.0,1292,304,1.5781,<1H OCEAN,105316.0
-121.96,36.99,23,3209,748.0,1423,666,2.7375,NEAR OCEAN,236849.01
-118.28,34.25,35,2045,450.0,1166,407,3.5214,<1H OCEAN,222133.0
-118.38,34.3,39,1622,355.0,903,314,4.1125,<1H OCEAN,200622.01
-118.37,34.08,22,3008,938.0,1224,816,3.2149,<1H OCEAN,381069.21
-121.33,38.7,15,2226,421.0,1004,417,2.7868,INLAND,131317.0
-118.08,34.14,42,2690,589.0,1149,535,3.88,INLAND,286437.0
-122.26,38.16,23,2840,491.0,1586,466,4.0337,NEAR BAY,147248.0
-118.43,34.29,50,1181,265.0,1196,269,3.2095,<1H OCEAN,217834.04
-122.44,37.76,30,5089,1210.0,1935,1139,4.6053,NEAR BAY,402886.17
-120.86,37.77,28,1208,232.0,535,232,2.3523,INLAND,101059.0
-117.89,33.82,21,1591,298.0,904,297,4.8906,<1H OCEAN,212562.0
-121.37,38.6,36,1119,144.0,414,150,5.8336,INLAND,216884.01
-118.14,33.95,42,1413,228.0,630,219,6.8564,<1H OCEAN,433865.38
-122.07,37.66,21,5031,1168.0,2461,1042,3.875,NEAR BAY,225937.01
-118.56,34.41,4,17313,3224.0,6902,2707,5.6798,<1H OCEAN,288567.03
-121.88,37.27,24,4567,688.0,2102,695,5.6895,<1H OCEAN,261459.0
-122.2,37.77,39,2689,597.0,1888,537,2.2562,NEAR BAY,111042.0
-118.34,34.17,49,3033,580.0,1284,561,4.1161,<1H OCEAN,289756.04
-122.43,37.61,21,10252,2595.0,4790,2428,4.1692,NEAR OCEAN,326876.07
-117.99,33.68,13,4000,883.0,1999,881,4.7245,<1H OCEAN,260093.0
-121.91,37.33,52,2212,563.0,1195,532,2.894,<1H OCEAN,201472.0
-118.32,33.88,37,1402,254.0,722,251,6.4781,<1H OCEAN,391438.17
-122.05,37.97,16,60,10.0,65,19,6.1359,NEAR BAY,221835.0
-122.2,39.75,18,2603,576.0,1616,588,2.0192,INLAND,75204.0
-123.85,39.42,11,1804,506.0,895,451,1.7574,<1H OCEAN,100011.0
-118.9,34.2,16,6510,817.0,2304,778,7.9943,<1H OCEAN,410249.07
-120.86,37.6,25,1178,206.0,709,214,4.5625,INLAND,156202.0
-122.26,38.57,22,509,103.0,139,73,2.1979,INLAND,118944.99
-118.36,33.9,42,1935,388.0,1136,379,4.74,<1H OCEAN,233300.0
-117.57,33.9,7,3797,850.0,2369,720,3.5525,INLAND,146816.0
-119.69,34.43,37,2801,497.0,1150,476,5.8311,<1H OCEAN,389694.19
-121.92,36.56,39,2144,538.0,749,419,2.7039,NEAR OCEAN,262547.02
-121.47,38.61,35,1372,360.0,850,328,1.6331,INLAND,67800.0
-118.4,34.1,27,3979,510.0,1351,520,15.0001,<1H OCEAN,500001.0
-119.87,36.83,4,4833,784.0,2088,789,5.1781,INLAND,142613.0
-120.42,34.94,32,2844,551.0,1337,516,2.7188,<1H OCEAN,148537.0
-121.27,38.05,26,378,75.0,164,65,3.4107,INLAND,144039.0
-118.15,33.85,36,1435,249.0,606,234,4.1439,<1H OCEAN,214066.0
-122.2,37.9,36,2107,287.0,740,280,10.3416,NEAR BAY,497426.97
-118.16,33.78,14,1709,558.0,1939,520,1.9808,NEAR OCEAN,153566.0
-122.38,37.59,49,1657,266.0,613,270,5.7837,NEAR OCEAN,397699.2
-118.2,33.9,26,1000,275.0,1178,263,2.12,<1H OCEAN,118927.0
-118.23,33.91,33,677,182.0,984,174,2.5893,<1H OCEAN,102427.0
-121.4,38.63,31,1540,452.0,1079,444,1.8571,INLAND,78686.0
-121.82,37.81,12,4711,659.0,2089,621,8.3209,INLAND,330036.07
-118.29,34.08,43,3056,1345.0,3920,1304,1.925,<1H OCEAN,219507.02
-118.55,34.17,36,2127,297.0,761,274,7.8392,<1H OCEAN,483283.78
-117.85,33.81,32,1766,322.0,876,330,4.0417,<1H OCEAN,222007.0
-117.83,33.81,28,1972,315.0,970,326,5.4298,<1H OCEAN,237511.0
-122.47,37.74,52,1538,305.0,819,319,4.0846,NEAR BAY,310016.01
-120.18,34.75,17,2074,382.0,1035,359,3.7958,<1H OCEAN,200873.0
-116.99,33.2,17,2980,539.0,1531,505,3.1553,<1H OCEAN,208340.0
-121.76,38.55,23,8800,1857.0,6330,1832,2.065,INLAND,107933.0
-118.36,33.86,35,2126,434.0,1044,433,5.5456,<1H OCEAN,331403.02
-119.72,36.32,40,1185,221.0,676,256,2.2721,INLAND,62180.0
-117.12,32.59,28,2793,706.0,1825,676,2.6724,NEAR OCEAN,154394.0
-122.26,37.54,5,3264,442.0,1607,453,9.1415,NEAR BAY,464999.54
-117.58,34.1,4,6360,1584.0,3359,1396,3.5186,INLAND,147096.0
-122.2,37.47,40,2959,389.0,985,365,9.9025,NEAR BAY,500001.0
-116.9,34.69,10,337,102.0,108,50,0.4999,INLAND,272562.42
-120.84,38.81,11,1280,286.0,609,248,3.1635,INLAND,141800.0
-117.37,33.97,34,3676,697.0,2653,682,2.5804,INLAND,101840.0
-117.02,32.71,30,3187,592.0,2082,631,3.5388,NEAR OCEAN,125344.0
-118.21,33.92,37,1705,403.0,1839,410,2.5833,<1H OCEAN,127001.0
-121.64,40.9,24,2237,434.0,834,318,1.7538,INLAND,70005.0
-117.23,32.86,16,1675,354.0,604,332,5.2326,NEAR OCEAN,271838.06
-122.92,38.97,20,2067,384.0,904,333,2.9934,<1H OCEAN,142685.0
-118.36,34.09,34,2832,883.0,1594,843,1.7558,<1H OCEAN,260545.03
-117.9,33.74,19,1566,379.0,1032,330,2.2105,<1H OCEAN,174417.0
-121.02,39.27,52,3720,707.0,1424,609,3.2,INLAND,150559.0
-122.19,37.76,52,2024,391.0,1030,350,2.4659,NEAR BAY,107601.0
-122.15,37.67,35,2472,398.0,1171,390,5.5797,NEAR BAY,286137.0
-119.18,34.16,12,460,101.0,405,103,5.2783,NEAR OCEAN,330130.18
-122.53,37.93,37,1722,352.0,648,337,4.125,NEAR BAY,354525.04
-117.67,33.55,6,3157,721.0,1695,710,3.7609,<1H OCEAN,186149.0
-119.85,36.82,15,1387,236.0,638,195,5.5842,INLAND,147927.0
-118.57,34.15,22,5791,706.0,2059,673,10.9201,<1H OCEAN,500001.0
-117.88,33.83,22,3522,543.0,1706,524,6.4685,<1H OCEAN,271229.01
-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,<1H OCEAN,270851.12
-117.8,33.75,29,3058,488.0,1197,474,5.3903,<1H OCEAN,278460.02
-117.2,34.26,17,9419,1455.0,1382,459,6.2233,INLAND,225729.0
-117.68,33.65,6,10395,1915.0,4783,1811,5.928,<1H OCEAN,283649.01
-119.7,36.82,25,2379,540.0,1482,484,2.3173,INLAND,68285.0
-118.37,34.04,25,542,161.0,442,131,2.25,<1H OCEAN,195577.03
-121.63,39.18,13,1907,347.0,821,367,2.0978,INLAND,84500.0
-118.97,35.38,32,1361,363.0,1483,297,1.625,INLAND,49298.0
-121.75,39.4,29,1687,327.0,864,334,2.4943,INLAND,79613.0
-122.32,37.55,46,1437,266.0,607,263,4.8068,NEAR OCEAN,342380.09
-117.94,33.93,14,999,232.0,1037,244,2.7125,<1H OCEAN,160825.0
-119.42,36.35,20,1469,303.0,1031,259,1.6645,INLAND,57395.0
-122.31,38.0,29,3108,534.0,1687,516,4.3333,NEAR BAY,174912.0
-119.96,38.94,27,1492,393.0,717,254,1.8906,INLAND,100235.0
-117.04,34.0,21,4624,852.0,2174,812,3.5255,INLAND,116121.0
-117.9,33.71,15,539,71.0,287,66,6.3427,<1H OCEAN,298243.01
-122.46,37.88,35,2492,409.0,812,373,8.8386,NEAR BAY,466983.52
-118.34,34.19,48,814,165.0,490,176,3.1406,<1H OCEAN,253857.09
-118.36,34.2,14,1878,614.0,1874,559,2.5267,<1H OCEAN,187777.0
-118.18,34.02,43,887,219.0,965,217,2.625,<1H OCEAN,140861.0
-119.83,36.8,24,3756,681.0,1586,739,3.8571,INLAND,94614.0
-118.13,33.84,48,1895,294.0,881,293,6.3364,<1H OCEAN,413417.23
-122.71,38.43,38,1689,526.0,1071,529,1.5026,<1H OCEAN,155730.0
-119.72,34.43,36,1156,309.0,521,304,2.6014,<1H OCEAN,300454.0
-117.88,34.12,34,912,165.0,522,150,4.0417,<1H OCEAN,173624.0
-117.23,32.74,16,735,139.0,299,134,4.6354,NEAR OCEAN,242799.05
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN,288349.0
-121.96,37.23,36,4423,632.0,1719,608,7.8407,<1H OCEAN,485504.84
-117.14,33.16,16,1660,,733,214,5.6874,<1H OCEAN,242278.0
-121.29,37.87,29,488,108.0,308,115,2.6563,INLAND,104509.0
-116.05,34.12,19,301,65.0,150,56,3.125,INLAND,97384.0
